Año,Toneladas,region,temp_media,temp_min,precipitacion_total,humedad_media,Cultivo,Region
2022,64215.43,Junin,8.834027397260273,3.880849315068493,310.32,74.6862191780822,Jengibre,Junin
2023,75000.0,Junin,9.531534246575342,4.847068493150685,329.16,76.13556164383562,Jengibre,Junin
2024,81706.75,Junin,9.82948087431694,5.101284153005464,416.35,76.75964480874316,Jengibre,Junin
2015,119096.0,Arequipa,11.329095890410958,5.1921917808219185,194.16,46.11030136986301,Aji_Rocoto,Arequipa
2016,131066.0,Arequipa,11.479699453551913,5.256666666666667,137.72,44.04161202185792,Aji_Rocoto,Arequipa
2017,153289.0,Arequipa,10.933287671232877,5.2025205479452055,268.21,51.64106849315069,Aji_Rocoto,Arequipa
2018,175706.96,Arequipa,11.00917808219178,5.15186301369863,182.41,50.5552602739726,Aji_Rocoto,Arequipa
2019,182642.0,Arequipa,11.613534246575341,5.77654794520548,148.01,49.83465753424658,Aji_Rocoto,Arequipa
2020,176197.37,Arequipa,11.28516393442623,5.303196721311475,262.55,48.97459016393443,Aji_Rocoto,Arequipa
2021,213655.0,Arequipa,11.20813698630137,5.328301369863014,113.12,48.34076712328768,Aji_Rocoto,Arequipa
2022,210508.0,Arequipa,10.867506849315069,4.628602739726028,168.48,44.49378082191781,Aji_Rocoto,Arequipa
2023,215385.0,Arequipa,11.91495890410959,6.06186301369863,198.98000000000002,49.83317808219178,Aji_Rocoto,Arequipa
2024,201451.0,Arequipa,12.321174863387979,6.52620218579235,125.75,49.54442622950819,Aji_Rocoto,Arequipa
