Año,Cultivo,Item,Toneladas
1971,Esparrago,Asparagus,2446.0
1972,Esparrago,Asparagus,3133.0
1973,Esparrago,Asparagus,2634.0
1974,Esparrago,Asparagus,2723.0
1975,Esparrago,Asparagus,2715.0
1976,Esparrago,Asparagus,2745.0
1977,Esparrago,Asparagus,4171.0
1978,Esparrago,Asparagus,5466.0
1979,Esparrago,Asparagus,7079.0
1980,Esparrago,Asparagus,4428.0
1981,Esparrago,Asparagus,7575.0
1982,Esparrago,Asparagus,8292.0
1983,Esparrago,Asparagus,8800.0
1984,Esparrago,Asparagus,11393.0
1985,Esparrago,Asparagus,16150.0
1986,Esparrago,Asparagus,16796.0
1987,Esparrago,Asparagus,20344.0
1988,Esparrago,Asparagus,26646.0
1989,Esparrago,Asparagus,41904.0
1990,Esparrago,Asparagus,57996.0
1991,Esparrago,Asparagus,64663.0
1992,Esparrago,Asparagus,73676.0
1993,Esparrago,Asparagus,97322.0
1994,Esparrago,Asparagus,131387.0
1995,Esparrago,Asparagus,108138.0
1996,Esparrago,Asparagus,127598.0
1997,Esparrago,Asparagus,144654.0
1998,Esparrago,Asparagus,137943.0
1999,Esparrago,Asparagus,174863.0
2000,Esparrago,Asparagus,168356.0
2001,Esparrago,Asparagus,184061.0
2002,Esparrago,Asparagus,181165.0
2003,Esparrago,Asparagus,189601.0
2004,Esparrago,Asparagus,192533.0
2005,Esparrago,Asparagus,206026.0
2006,Esparrago,Asparagus,259954.0
2007,Esparrago,Asparagus,284103.0
2008,Esparrago,Asparagus,328374.0
2009,Esparrago,Asparagus,313880.0
2010,Esparrago,Asparagus,335209.0
2011,Esparrago,Asparagus,392306.0
2012,Esparrago,Asparagus,375977.71
2013,Esparrago,Asparagus,383143.73
2014,Esparrago,Asparagus,377701.0
2015,Esparrago,Asparagus,369032.0
2016,Esparrago,Asparagus,378305.79
2017,Esparrago,Asparagus,383098.0
2018,Esparrago,Asparagus,360630.14
2019,Esparrago,Asparagus,356789.56
2020,Esparrago,Asparagus,369370.0
2021,Esparrago,Asparagus,369153.0
2022,Esparrago,Asparagus,377246.1
2023,Esparrago,Asparagus,356728.51
2024,Esparrago,Asparagus,333054.75
1961,Frijol,"Beans, dry",42530.0
1962,Frijol,"Beans, dry",45360.0
1963,Frijol,"Beans, dry",42360.0
1964,Frijol,"Beans, dry",44734.0
1965,Frijol,"Beans, dry",48424.0
1966,Frijol,"Beans, dry",65285.0
1967,Frijol,"Beans, dry",76471.0
1968,Frijol,"Beans, dry",50703.0
1969,Frijol,"Beans, dry",64616.0
1970,Frijol,"Beans, dry",62918.0
1971,Frijol,"Beans, dry",58271.0
1972,Frijol,"Beans, dry",59805.0
1973,Frijol,"Beans, dry",60374.0
1974,Frijol,"Beans, dry",61653.0
1975,Frijol,"Beans, dry",57530.0
1976,Frijol,"Beans, dry",59610.0
1977,Frijol,"Beans, dry",56109.0
1978,Frijol,"Beans, dry",54452.0
1979,Frijol,"Beans, dry",54865.0
1980,Frijol,"Beans, dry",50843.0
1981,Frijol,"Beans, dry",55910.0
1982,Frijol,"Beans, dry",54481.0
1983,Frijol,"Beans, dry",42443.0
1984,Frijol,"Beans, dry",51702.0
1985,Frijol,"Beans, dry",50423.0
1986,Frijol,"Beans, dry",58050.0
1987,Frijol,"Beans, dry",60438.0
1988,Frijol,"Beans, dry",56882.0
1989,Frijol,"Beans, dry",58604.0
1990,Frijol,"Beans, dry",50337.0
1991,Frijol,"Beans, dry",53004.0
1992,Frijol,"Beans, dry",44096.0
1993,Frijol,"Beans, dry",54030.0
1994,Frijol,"Beans, dry",62802.0
1995,Frijol,"Beans, dry",59531.0
1996,Frijol,"Beans, dry",69043.0
1997,Frijol,"Beans, dry",62687.0
1998,Frijol,"Beans, dry",68816.0
1999,Frijol,"Beans, dry",70501.0
2000,Frijol,"Beans, dry",69815.0
2001,Frijol,"Beans, dry",61280.0
2002,Frijol,"Beans, dry",62424.0
2003,Frijol,"Beans, dry",59196.0
2004,Frijol,"Beans, dry",58524.0
2005,Frijol,"Beans, dry",71667.0
2006,Frijol,"Beans, dry",83008.0
2007,Frijol,"Beans, dry",81788.0
2008,Frijol,"Beans, dry",86145.0
2009,Frijol,"Beans, dry",98608.0
2010,Frijol,"Beans, dry",92758.0
2011,Frijol,"Beans, dry",87853.0
2012,Frijol,"Beans, dry",92475.71
2013,Frijol,"Beans, dry",94574.0
2014,Frijol,"Beans, dry",89517.0
2015,Frijol,"Beans, dry",89575.0
2016,Frijol,"Beans, dry",80886.75
2017,Frijol,"Beans, dry",75706.0
2018,Frijol,"Beans, dry",88370.47
2019,Frijol,"Beans, dry",85745.56
2020,Frijol,"Beans, dry",87227.43
2021,Frijol,"Beans, dry",92608.78
2022,Frijol,"Beans, dry",87865.82
2023,Frijol,"Beans, dry",92007.16
2024,Frijol,"Beans, dry",93597.97
1961,Haba,"Broad beans and horse beans, dry",23500.0
1962,Haba,"Broad beans and horse beans, dry",32978.0
1963,Haba,"Broad beans and horse beans, dry",34920.0
1964,Haba,"Broad beans and horse beans, dry",35321.0
1965,Haba,"Broad beans and horse beans, dry",20786.0
1966,Haba,"Broad beans and horse beans, dry",20467.0
1967,Haba,"Broad beans and horse beans, dry",22395.0
1968,Haba,"Broad beans and horse beans, dry",16938.0
1969,Haba,"Broad beans and horse beans, dry",20117.0
1970,Haba,"Broad beans and horse beans, dry",21028.0
1971,Haba,"Broad beans and horse beans, dry",20113.0
1972,Haba,"Broad beans and horse beans, dry",20838.0
1973,Haba,"Broad beans and horse beans, dry",22182.0
1974,Haba,"Broad beans and horse beans, dry",22739.0
1975,Haba,"Broad beans and horse beans, dry",20798.0
1976,Haba,"Broad beans and horse beans, dry",20597.0
1977,Haba,"Broad beans and horse beans, dry",20859.0
1978,Haba,"Broad beans and horse beans, dry",20249.0
1979,Haba,"Broad beans and horse beans, dry",20628.0
1980,Haba,"Broad beans and horse beans, dry",22217.0
1981,Haba,"Broad beans and horse beans, dry",24375.0
1982,Haba,"Broad beans and horse beans, dry",26653.0
1983,Haba,"Broad beans and horse beans, dry",22642.0
1984,Haba,"Broad beans and horse beans, dry",22500.0
1985,Haba,"Broad beans and horse beans, dry",22269.0
1986,Haba,"Broad beans and horse beans, dry",23593.0
1987,Haba,"Broad beans and horse beans, dry",22392.0
1988,Haba,"Broad beans and horse beans, dry",22659.0
1989,Haba,"Broad beans and horse beans, dry",20117.0
1990,Haba,"Broad beans and horse beans, dry",13111.0
1991,Haba,"Broad beans and horse beans, dry",28089.0
1992,Haba,"Broad beans and horse beans, dry",15597.0
1993,Haba,"Broad beans and horse beans, dry",24702.0
1994,Haba,"Broad beans and horse beans, dry",25920.0
1995,Haba,"Broad beans and horse beans, dry",27947.0
1996,Haba,"Broad beans and horse beans, dry",31178.0
1997,Haba,"Broad beans and horse beans, dry",33241.0
1998,Haba,"Broad beans and horse beans, dry",38129.0
1999,Haba,"Broad beans and horse beans, dry",40856.0
2000,Haba,"Broad beans and horse beans, dry",48805.0
2001,Haba,"Broad beans and horse beans, dry",45050.0
2002,Haba,"Broad beans and horse beans, dry",48421.0
2003,Haba,"Broad beans and horse beans, dry",51556.0
2004,Haba,"Broad beans and horse beans, dry",47225.0
2005,Haba,"Broad beans and horse beans, dry",52881.0
2006,Haba,"Broad beans and horse beans, dry",57551.0
2007,Haba,"Broad beans and horse beans, dry",61325.0
2008,Haba,"Broad beans and horse beans, dry",64308.0
2009,Haba,"Broad beans and horse beans, dry",69634.0
2010,Haba,"Broad beans and horse beans, dry",67110.0
2011,Haba,"Broad beans and horse beans, dry",64646.0
2012,Haba,"Broad beans and horse beans, dry",73698.07
2013,Haba,"Broad beans and horse beans, dry",78673.0
2014,Haba,"Broad beans and horse beans, dry",81144.0
2015,Haba,"Broad beans and horse beans, dry",80526.0
2016,Haba,"Broad beans and horse beans, dry",71918.59
2017,Haba,"Broad beans and horse beans, dry",72818.0
2018,Haba,"Broad beans and horse beans, dry",80154.23
2019,Haba,"Broad beans and horse beans, dry",83230.23
2020,Haba,"Broad beans and horse beans, dry",82836.05
2021,Haba,"Broad beans and horse beans, dry",82249.21
2022,Haba,"Broad beans and horse beans, dry",87048.04
2023,Haba,"Broad beans and horse beans, dry",81010.62
2024,Haba,"Broad beans and horse beans, dry",103508.33
2007,Jengibre,"Ginger, raw",280.0
2008,Jengibre,"Ginger, raw",600.0
2009,Jengibre,"Ginger, raw",800.0
2010,Jengibre,"Ginger, raw",2300.0
2011,Jengibre,"Ginger, raw",2300.0
2012,Jengibre,"Ginger, raw",2100.0
2013,Jengibre,"Ginger, raw",3800.0
2014,Jengibre,"Ginger, raw",12900.0
2015,Jengibre,"Ginger, raw",11150.0
2016,Jengibre,"Ginger, raw",15100.0
2017,Jengibre,"Ginger, raw",27170.0
2018,Jengibre,"Ginger, raw",21700.0
2019,Jengibre,"Ginger, raw",36141.12
2020,Jengibre,"Ginger, raw",48800.0
2021,Jengibre,"Ginger, raw",55500.0
2022,Jengibre,"Ginger, raw",64215.43
2023,Jengibre,"Ginger, raw",75000.0
2024,Jengibre,"Ginger, raw",81706.75
1961,Limon,Lemons and limes,55000.0
1962,Limon,Lemons and limes,56000.0
1963,Limon,Lemons and limes,58000.0
1964,Limon,Lemons and limes,60000.0
1965,Limon,Lemons and limes,62000.0
1966,Limon,Lemons and limes,66845.0
1967,Limon,Lemons and limes,70927.0
1968,Limon,Lemons and limes,73536.0
1969,Limon,Lemons and limes,96263.0
1970,Limon,Lemons and limes,78243.0
1971,Limon,Lemons and limes,57895.0
1972,Limon,Lemons and limes,65072.0
1973,Limon,Lemons and limes,69454.0
1974,Limon,Lemons and limes,73172.0
1975,Limon,Lemons and limes,67561.0
1976,Limon,Lemons and limes,66682.0
1977,Limon,Lemons and limes,88236.0
1978,Limon,Lemons and limes,87814.0
1979,Limon,Lemons and limes,75099.0
1980,Limon,Lemons and limes,71465.0
1981,Limon,Lemons and limes,77873.0
1982,Limon,Lemons and limes,73539.0
1983,Limon,Lemons and limes,50822.0
1984,Limon,Lemons and limes,90605.0
1985,Limon,Lemons and limes,90711.0
1986,Limon,Lemons and limes,115761.0
1987,Limon,Lemons and limes,138264.0
1988,Limon,Lemons and limes,111880.0
1989,Limon,Lemons and limes,206236.0
1990,Limon,Lemons and limes,189145.0
1991,Limon,Lemons and limes,224343.0
1992,Limon,Lemons and limes,203164.0
1993,Limon,Lemons and limes,192141.0
1994,Limon,Lemons and limes,235468.0
1995,Limon,Lemons and limes,262146.0
1996,Limon,Lemons and limes,275549.0
1997,Limon,Lemons and limes,335356.0
1998,Limon,Lemons and limes,218349.0
1999,Limon,Lemons and limes,235850.0
2000,Limon,Lemons and limes,238179.0
2001,Limon,Lemons and limes,204004.0
2002,Limon,Lemons and limes,254343.0
2003,Limon,Lemons and limes,250229.0
2004,Limon,Lemons and limes,210696.0
2005,Limon,Lemons and limes,225796.0
2006,Limon,Lemons and limes,226000.0
2007,Limon,Lemons and limes,280772.0
2008,Limon,Lemons and limes,233793.0
2009,Limon,Lemons and limes,207963.0
2010,Limon,Lemons and limes,233032.0
2011,Limon,Lemons and limes,224698.0
2012,Limon,Lemons and limes,232742.02
2013,Limon,Lemons and limes,238991.0
2014,Limon,Lemons and limes,275520.0
2015,Limon,Lemons and limes,281007.0
2016,Limon,Lemons and limes,282918.09
2017,Limon,Lemons and limes,179886.0
2018,Limon,Lemons and limes,270669.0
2019,Limon,Lemons and limes,302019.0
2020,Limon,Lemons and limes,315171.79
2021,Limon,Lemons and limes,337678.04
2022,Limon,Lemons and limes,368694.34
2023,Limon,Lemons and limes,299934.3
2024,Limon,Lemons and limes,419068.5
1961,Maiz,Maize (corn),340037.0
1962,Maiz,Maize (corn),357274.0
1963,Maiz,Maize (corn),362330.0
1964,Maiz,Maize (corn),502580.0
1965,Maiz,Maize (corn),557171.0
1966,Maiz,Maize (corn),581008.0
1967,Maiz,Maize (corn),590575.0
1968,Maiz,Maize (corn),525835.0
1969,Maiz,Maize (corn),589698.0
1970,Maiz,Maize (corn),614619.0
1971,Maiz,Maize (corn),616368.0
1972,Maiz,Maize (corn),628323.0
1973,Maiz,Maize (corn),599490.0
1974,Maiz,Maize (corn),605632.0
1975,Maiz,Maize (corn),634687.0
1976,Maiz,Maize (corn),725659.0
1977,Maiz,Maize (corn),733873.0
1978,Maiz,Maize (corn),590014.0
1979,Maiz,Maize (corn),621457.0
1980,Maiz,Maize (corn),493307.0
1981,Maiz,Maize (corn),590805.0
1982,Maiz,Maize (corn),658558.0
1983,Maiz,Maize (corn),625645.0
1984,Maiz,Maize (corn),775558.0
1985,Maiz,Maize (corn),702470.0
1986,Maiz,Maize (corn),876307.0
1987,Maiz,Maize (corn),909434.0
1988,Maiz,Maize (corn),908336.0
1989,Maiz,Maize (corn),1009860.0
1990,Maiz,Maize (corn),631815.0
1991,Maiz,Maize (corn),659779.0
1992,Maiz,Maize (corn),519965.0
1993,Maiz,Maize (corn),772382.0
1994,Maiz,Maize (corn),725069.0
1995,Maiz,Maize (corn),715188.0
1996,Maiz,Maize (corn),1013192.0
1997,Maiz,Maize (corn),833360.0
1998,Maiz,Maize (corn),939079.0
1999,Maiz,Maize (corn),1057020.0
2000,Maiz,Maize (corn),1240969.0
2001,Maiz,Maize (corn),1310920.0
2002,Maiz,Maize (corn),1290862.0
2003,Maiz,Maize (corn),1353812.0
2004,Maiz,Maize (corn),1200047.0
2005,Maiz,Maize (corn),1240780.0
2006,Maiz,Maize (corn),1268975.0
2007,Maiz,Maize (corn),1368244.0
2008,Maiz,Maize (corn),1480896.0
2009,Maiz,Maize (corn),1559745.0
2010,Maiz,Maize (corn),1541195.0
2011,Maiz,Maize (corn),1515774.0
2012,Maiz,Maize (corn),1673873.64
2013,Maiz,Maize (corn),1670470.0
2014,Maiz,Maize (corn),1529636.0
2015,Maiz,Maize (corn),1746428.0
2016,Maiz,Maize (corn),1575955.17
2017,Maiz,Maize (corn),1523469.0
2018,Maiz,Maize (corn),1576752.0
2019,Maiz,Maize (corn),1575955.0
2020,Maiz,Maize (corn),1448383.0
2021,Maiz,Maize (corn),1582556.54
2022,Maiz,Maize (corn),1611950.53
2023,Maiz,Maize (corn),1642766.07
2024,Maiz,Maize (corn),1686076.72
1961,Maiz_choclo,Green corn (maize),90000.0
1962,Maiz_choclo,Green corn (maize),100000.0
1963,Maiz_choclo,Green corn (maize),100000.0
1964,Maiz_choclo,Green corn (maize),100000.0
1965,Maiz_choclo,Green corn (maize),83495.0
1966,Maiz_choclo,Green corn (maize),108451.0
1967,Maiz_choclo,Green corn (maize),119730.0
1968,Maiz_choclo,Green corn (maize),89039.0
1969,Maiz_choclo,Green corn (maize),121807.0
1970,Maiz_choclo,Green corn (maize),133405.0
1971,Maiz_choclo,Green corn (maize),136947.0
1972,Maiz_choclo,Green corn (maize),144878.0
1973,Maiz_choclo,Green corn (maize),148811.0
1974,Maiz_choclo,Green corn (maize),151797.0
1975,Maiz_choclo,Green corn (maize),157799.0
1976,Maiz_choclo,Green corn (maize),145168.0
1977,Maiz_choclo,Green corn (maize),134630.0
1978,Maiz_choclo,Green corn (maize),135482.0
1979,Maiz_choclo,Green corn (maize),129334.0
1980,Maiz_choclo,Green corn (maize),120896.0
1981,Maiz_choclo,Green corn (maize),123926.0
1982,Maiz_choclo,Green corn (maize),143038.0
1983,Maiz_choclo,Green corn (maize),117833.0
1984,Maiz_choclo,Green corn (maize),130432.0
1985,Maiz_choclo,Green corn (maize),144516.0
1986,Maiz_choclo,Green corn (maize),145077.0
1987,Maiz_choclo,Green corn (maize),161691.0
1988,Maiz_choclo,Green corn (maize),165518.0
1989,Maiz_choclo,Green corn (maize),181215.0
1990,Maiz_choclo,Green corn (maize),161983.0
1991,Maiz_choclo,Green corn (maize),169039.0
1992,Maiz_choclo,Green corn (maize),157466.0
1993,Maiz_choclo,Green corn (maize),173472.0
1994,Maiz_choclo,Green corn (maize),195640.0
1995,Maiz_choclo,Green corn (maize),219443.0
1996,Maiz_choclo,Green corn (maize),202732.0
1997,Maiz_choclo,Green corn (maize),235744.0
1998,Maiz_choclo,Green corn (maize),297743.0
1999,Maiz_choclo,Green corn (maize),348346.0
2000,Maiz_choclo,Green corn (maize),370451.0
2001,Maiz_choclo,Green corn (maize),369437.0
2002,Maiz_choclo,Green corn (maize),399621.0
2003,Maiz_choclo,Green corn (maize),407123.0
2004,Maiz_choclo,Green corn (maize),377904.0
2005,Maiz_choclo,Green corn (maize),351341.0
2006,Maiz_choclo,Green corn (maize),360600.0
2007,Maiz_choclo,Green corn (maize),332255.0
2008,Maiz_choclo,Green corn (maize),374145.0
2009,Maiz_choclo,Green corn (maize),394183.0
2010,Maiz_choclo,Green corn (maize),408181.0
2011,Maiz_choclo,Green corn (maize),367994.0
2012,Maiz_choclo,Green corn (maize),361573.0
2013,Maiz_choclo,Green corn (maize),399343.0
2014,Maiz_choclo,Green corn (maize),403405.0
2015,Maiz_choclo,Green corn (maize),396186.0
2016,Maiz_choclo,Green corn (maize),398750.0
2017,Maiz_choclo,Green corn (maize),388859.0
2018,Maiz_choclo,Green corn (maize),437485.68
2019,Maiz_choclo,Green corn (maize),417066.42
2020,Maiz_choclo,Green corn (maize),413298.18
2021,Maiz_choclo,Green corn (maize),472010.38
2022,Maiz_choclo,Green corn (maize),494510.54
2023,Maiz_choclo,Green corn (maize),450123.57
2024,Maiz_choclo,Green corn (maize),467269.85
1961,Mandarina,"Tangerines, mandarins, clementines",5600.0
1962,Mandarina,"Tangerines, mandarins, clementines",5900.0
1963,Mandarina,"Tangerines, mandarins, clementines",6300.0
1964,Mandarina,"Tangerines, mandarins, clementines",6750.0
1965,Mandarina,"Tangerines, mandarins, clementines",7000.0
1966,Mandarina,"Tangerines, mandarins, clementines",8014.0
1967,Mandarina,"Tangerines, mandarins, clementines",8792.0
1968,Mandarina,"Tangerines, mandarins, clementines",9360.0
1969,Mandarina,"Tangerines, mandarins, clementines",13699.0
1970,Mandarina,"Tangerines, mandarins, clementines",14654.0
1971,Mandarina,"Tangerines, mandarins, clementines",17615.0
1972,Mandarina,"Tangerines, mandarins, clementines",17721.0
1973,Mandarina,"Tangerines, mandarins, clementines",17747.0
1974,Mandarina,"Tangerines, mandarins, clementines",18450.0
1975,Mandarina,"Tangerines, mandarins, clementines",18319.0
1976,Mandarina,"Tangerines, mandarins, clementines",18038.0
1977,Mandarina,"Tangerines, mandarins, clementines",19210.0
1978,Mandarina,"Tangerines, mandarins, clementines",19587.0
1979,Mandarina,"Tangerines, mandarins, clementines",21103.0
1980,Mandarina,"Tangerines, mandarins, clementines",19198.0
1981,Mandarina,"Tangerines, mandarins, clementines",21704.0
1982,Mandarina,"Tangerines, mandarins, clementines",22072.0
1983,Mandarina,"Tangerines, mandarins, clementines",22435.0
1984,Mandarina,"Tangerines, mandarins, clementines",23759.0
1985,Mandarina,"Tangerines, mandarins, clementines",23620.0
1986,Mandarina,"Tangerines, mandarins, clementines",27174.0
1987,Mandarina,"Tangerines, mandarins, clementines",32196.0
1988,Mandarina,"Tangerines, mandarins, clementines",36667.0
1989,Mandarina,"Tangerines, mandarins, clementines",42129.0
1990,Mandarina,"Tangerines, mandarins, clementines",41163.0
1991,Mandarina,"Tangerines, mandarins, clementines",54700.0
1992,Mandarina,"Tangerines, mandarins, clementines",53632.0
1993,Mandarina,"Tangerines, mandarins, clementines",55096.0
1994,Mandarina,"Tangerines, mandarins, clementines",73067.0
1995,Mandarina,"Tangerines, mandarins, clementines",83020.0
1996,Mandarina,"Tangerines, mandarins, clementines",113450.0
1997,Mandarina,"Tangerines, mandarins, clementines",98643.0
1998,Mandarina,"Tangerines, mandarins, clementines",89756.0
1999,Mandarina,"Tangerines, mandarins, clementines",116771.0
2000,Mandarina,"Tangerines, mandarins, clementines",128609.0
2001,Mandarina,"Tangerines, mandarins, clementines",129488.0
2002,Mandarina,"Tangerines, mandarins, clementines",133198.0
2003,Mandarina,"Tangerines, mandarins, clementines",161209.0
2004,Mandarina,"Tangerines, mandarins, clementines",175435.0
2005,Mandarina,"Tangerines, mandarins, clementines",171319.0
2006,Mandarina,"Tangerines, mandarins, clementines",187299.0
2007,Mandarina,"Tangerines, mandarins, clementines",190410.0
2008,Mandarina,"Tangerines, mandarins, clementines",187165.0
2009,Mandarina,"Tangerines, mandarins, clementines",166072.0
2010,Mandarina,"Tangerines, mandarins, clementines",221324.0
2011,Mandarina,"Tangerines, mandarins, clementines",236282.0
2012,Mandarina,"Tangerines, mandarins, clementines",281061.19
2013,Mandarina,"Tangerines, mandarins, clementines",313719.0
2014,Mandarina,"Tangerines, mandarins, clementines",339604.0
2015,Mandarina,"Tangerines, mandarins, clementines",357912.0
2016,Mandarina,"Tangerines, mandarins, clementines",403857.0
2017,Mandarina,"Tangerines, mandarins, clementines",408025.0
2018,Mandarina,"Tangerines, mandarins, clementines",481593.96
2019,Mandarina,"Tangerines, mandarins, clementines",503220.3
2020,Mandarina,"Tangerines, mandarins, clementines",526142.06
2021,Mandarina,"Tangerines, mandarins, clementines",588357.6
2022,Mandarina,"Tangerines, mandarins, clementines",638959.61
2023,Mandarina,"Tangerines, mandarins, clementines",656125.1
2024,Mandarina,"Tangerines, mandarins, clementines",651352.52
1961,Mango,"Mangoes, guavas and mangosteens",40000.0
1962,Mango,"Mangoes, guavas and mangosteens",40000.0
1963,Mango,"Mangoes, guavas and mangosteens",40000.0
1964,Mango,"Mangoes, guavas and mangosteens",40000.0
1965,Mango,"Mangoes, guavas and mangosteens",40336.0
1966,Mango,"Mangoes, guavas and mangosteens",43375.0
1967,Mango,"Mangoes, guavas and mangosteens",45976.0
1968,Mango,"Mangoes, guavas and mangosteens",64134.0
1969,Mango,"Mangoes, guavas and mangosteens",44615.0
1970,Mango,"Mangoes, guavas and mangosteens",65097.0
1971,Mango,"Mangoes, guavas and mangosteens",59748.0
1972,Mango,"Mangoes, guavas and mangosteens",76688.0
1973,Mango,"Mangoes, guavas and mangosteens",78408.0
1974,Mango,"Mangoes, guavas and mangosteens",82780.0
1975,Mango,"Mangoes, guavas and mangosteens",64441.0
1976,Mango,"Mangoes, guavas and mangosteens",69319.0
1977,Mango,"Mangoes, guavas and mangosteens",86921.0
1978,Mango,"Mangoes, guavas and mangosteens",79386.0
1979,Mango,"Mangoes, guavas and mangosteens",79899.0
1980,Mango,"Mangoes, guavas and mangosteens",58584.0
1981,Mango,"Mangoes, guavas and mangosteens",80316.0
1982,Mango,"Mangoes, guavas and mangosteens",63000.0
1983,Mango,"Mangoes, guavas and mangosteens",54715.0
1984,Mango,"Mangoes, guavas and mangosteens",95715.0
1985,Mango,"Mangoes, guavas and mangosteens",87490.0
1986,Mango,"Mangoes, guavas and mangosteens",80488.0
1987,Mango,"Mangoes, guavas and mangosteens",50641.0
1988,Mango,"Mangoes, guavas and mangosteens",75783.0
1989,Mango,"Mangoes, guavas and mangosteens",67180.0
1990,Mango,"Mangoes, guavas and mangosteens",61118.0
1991,Mango,"Mangoes, guavas and mangosteens",67909.0
1992,Mango,"Mangoes, guavas and mangosteens",66866.0
1993,Mango,"Mangoes, guavas and mangosteens",84868.0
1994,Mango,"Mangoes, guavas and mangosteens",153416.0
1995,Mango,"Mangoes, guavas and mangosteens",126972.0
1996,Mango,"Mangoes, guavas and mangosteens",110799.0
1997,Mango,"Mangoes, guavas and mangosteens",129657.0
1998,Mango,"Mangoes, guavas and mangosteens",139078.0
1999,Mango,"Mangoes, guavas and mangosteens",191495.0
2000,Mango,"Mangoes, guavas and mangosteens",125185.0
2001,Mango,"Mangoes, guavas and mangosteens",144914.0
2002,Mango,"Mangoes, guavas and mangosteens",179627.0
2003,Mango,"Mangoes, guavas and mangosteens",198490.0
2004,Mango,"Mangoes, guavas and mangosteens",277899.0
2005,Mango,"Mangoes, guavas and mangosteens",235406.0
2006,Mango,"Mangoes, guavas and mangosteens",320267.0
2007,Mango,"Mangoes, guavas and mangosteens",294440.0
2008,Mango,"Mangoes, guavas and mangosteens",322721.0
2009,Mango,"Mangoes, guavas and mangosteens",170609.0
2010,Mango,"Mangoes, guavas and mangosteens",457774.0
2011,Mango,"Mangoes, guavas and mangosteens",355450.0
2012,Mango,"Mangoes, guavas and mangosteens",188997.5
2013,Mango,"Mangoes, guavas and mangosteens",461214.0
2014,Mango,"Mangoes, guavas and mangosteens",380143.0
2015,Mango,"Mangoes, guavas and mangosteens",349805.0
2016,Mango,"Mangoes, guavas and mangosteens",377381.94
2017,Mango,"Mangoes, guavas and mangosteens",385304.0
2018,Mango,"Mangoes, guavas and mangosteens",383020.71
2019,Mango,"Mangoes, guavas and mangosteens",431884.0
2020,Mango,"Mangoes, guavas and mangosteens",518193.94
2021,Mango,"Mangoes, guavas and mangosteens",447344.51
2022,Mango,"Mangoes, guavas and mangosteens",507729.79
2023,Mango,"Mangoes, guavas and mangosteens",338286.37
2024,Mango,"Mangoes, guavas and mangosteens",335655.5
1961,Naranja,Oranges,118800.0
1962,Naranja,Oranges,125400.0
1963,Naranja,Oranges,133000.0
1964,Naranja,Oranges,143000.0
1965,Naranja,Oranges,149000.0
1966,Naranja,Oranges,172674.0
1967,Naranja,Oranges,190791.0
1968,Naranja,Oranges,213168.0
1969,Naranja,Oranges,243309.0
1970,Naranja,Oranges,243495.0
1971,Naranja,Oranges,236942.0
1972,Naranja,Oranges,213448.0
1973,Naranja,Oranges,209544.0
1974,Naranja,Oranges,212855.0
1975,Naranja,Oranges,178272.0
1976,Naranja,Oranges,172924.0
1977,Naranja,Oranges,157896.0
1978,Naranja,Oranges,152518.0
1979,Naranja,Oranges,145154.0
1980,Naranja,Oranges,125576.0
1981,Naranja,Oranges,139273.0
1982,Naranja,Oranges,137548.0
1983,Naranja,Oranges,128006.0
1984,Naranja,Oranges,156125.0
1985,Naranja,Oranges,145438.0
1986,Naranja,Oranges,155762.0
1987,Naranja,Oranges,184208.0
1988,Naranja,Oranges,193908.0
1989,Naranja,Oranges,190745.0
1990,Naranja,Oranges,162624.0
1991,Naranja,Oranges,173732.0
1992,Naranja,Oranges,121317.0
1993,Naranja,Oranges,151737.0
1994,Naranja,Oranges,204168.0
1995,Naranja,Oranges,228280.0
1996,Naranja,Oranges,223460.0
1997,Naranja,Oranges,220874.0
1998,Naranja,Oranges,229213.0
1999,Naranja,Oranges,257018.0
2000,Naranja,Oranges,255747.0
2001,Naranja,Oranges,278219.0
2002,Naranja,Oranges,292361.0
2003,Naranja,Oranges,305757.0
2004,Naranja,Oranges,330352.0
2005,Naranja,Oranges,334495.0
2006,Naranja,Oranges,353839.0
2007,Naranja,Oranges,344267.0
2008,Naranja,Oranges,379977.0
2009,Naranja,Oranges,377598.0
2010,Naranja,Oranges,394573.0
2011,Naranja,Oranges,418631.0
2012,Naranja,Oranges,428753.17
2013,Naranja,Oranges,436387.98
2014,Naranja,Oranges,450423.0
2015,Naranja,Oranges,456154.0
2016,Naranja,Oranges,490869.0
2017,Naranja,Oranges,498454.0
2018,Naranja,Oranges,502843.32
2019,Naranja,Oranges,509767.63
2020,Naranja,Oranges,558614.28
2021,Naranja,Oranges,576229.0
2022,Naranja,Oranges,591399.78
2023,Naranja,Oranges,569988.02
2024,Naranja,Oranges,555013.66
1961,Palma_aceitera,Oil palm fruit,0.0
1962,Palma_aceitera,Oil palm fruit,0.0
1963,Palma_aceitera,Oil palm fruit,0.0
1964,Palma_aceitera,Oil palm fruit,0.0
1965,Palma_aceitera,Oil palm fruit,0.0
1966,Palma_aceitera,Oil palm fruit,0.0
1967,Palma_aceitera,Oil palm fruit,0.0
1968,Palma_aceitera,Oil palm fruit,0.0
1969,Palma_aceitera,Oil palm fruit,0.0
1970,Palma_aceitera,Oil palm fruit,278.0
1971,Palma_aceitera,Oil palm fruit,776.0
1972,Palma_aceitera,Oil palm fruit,18.0
